"","penalty_fn","replicate","Assumption","variable","value"
"968","L1","rep_68","Reed","costs",97.8367346938776
"969","L1","rep_69","Reed","costs",69.1774891774892
"970","L1","rep_70","Reed","costs",83.3424036281179
"971","L1","rep_71","Reed","costs",73.13048855906
"972","L1","rep_72","Reed","costs",94.8719851576995
"973","L1","rep_73","Reed","costs",85.6483199340342
"974","L1","rep_74","Reed","costs",72.8010719439291
"975","L1","rep_75","Reed","costs",112.331065759637
"976","L1","rep_76","Reed","costs",62.9185734900021
"977","L1","rep_77","Reed","costs",93.5543186971758
"978","L1","rep_78","Reed","costs",80.7070707070707
"979","L1","rep_79","Reed","costs",75.7658214801072
"980","L1","rep_80","Reed","costs",63.247990105133
"981","L1","rep_81","Reed","costs",81.3659039373325
"982","L1","rep_82","Reed","costs",79.718820861678
"983","L1","rep_83","Reed","costs",102.119150690579
"984","L1","rep_84","Reed","costs",81.0364873222016
"985","L1","rep_85","Reed","costs",40.1888270459699
"986","L1","rep_86","Reed","costs",91.5778190063904
"987","L1","rep_87","Reed","costs",62.5891568748712
"988","L1","rep_88","Reed","costs",95.8602350030922
"989","L1","rep_89","Reed","costs",87.9542362399505
"990","L1","rep_90","Reed","costs",119.248814677386
"991","L1","rep_91","Reed","costs",99.813234384663
"992","L1","rep_92","Reed","costs",73.7893217893218
"993","L1","rep_93","Reed","costs",128.801896516182
"994","L1","rep_94","Reed","costs",76.424654710369
"995","L1","rep_95","Reed","costs",87.9542362399505
"996","L1","rep_96","Reed","costs",98.8249845392703
"997","L1","rep_97","Reed","costs",86.307153164296
"998","L1","rep_98","Reed","costs",82.3541537827252
"999","L1","rep_99","Reed","costs",62.9185734900021
"1000","L1","rep_100","Reed","costs",92.8954854669141
"1001","L2","rep_1","Reed","costs",175.712758673785
"1002","L2","rep_2","Reed","costs",196.887241881539
"1003","L2","rep_3","Reed","costs",106.355851728447
"1004","L2","rep_4","Reed","costs",157.986783385711
"1005","L2","rep_5","Reed","costs",151.218683730264
"1006","L2","rep_6","Reed","costs",147.931321040476
"1007","L2","rep_7","Reed","costs",198.176403720672
"1008","L2","rep_8","Reed","costs",98.4275064177805
"1009","L2","rep_9","Reed","costs",153.829236454508
"1010","L2","rep_10","Reed","costs",114.542029406939
"1011","L2","rep_11","Reed","costs",123.405017050976
"1012","L2","rep_12","Reed","costs",92.1106134060303
"1013","L2","rep_13","Reed","costs",157.696721971906
"1014","L2","rep_14","Reed","costs",219.512032158318
"1015","L2","rep_15","Reed","costs",138.939417212525
"1016","L2","rep_16","Reed","costs",196.371577145886
"1017","L2","rep_17","Reed","costs",162.176559362892
"1018","L2","rep_18","Reed","costs",188.120941375437
"1019","L2","rep_19","Reed","costs",134.008373177843
"1020","L2","rep_20","Reed","costs",172.715457397801
"1021","L2","rep_21","Reed","costs",157.245515328209
"1022","L2","rep_22","Reed","costs",197.209532341322
"1023","L2","rep_23","Reed","costs",176.518484823243
"1024","L2","rep_24","Reed","costs",120.730006234776
"1025","L2","rep_25","Reed","costs",135.39422215491
"1026","L2","rep_26","Reed","costs",177.549814294549
"1027","L2","rep_27","Reed","costs",167.977787638989
"1028","L2","rep_28","Reed","costs",135.58759643078
"1029","L2","rep_29","Reed","costs",207.812888468189
"1030","L2","rep_30","Reed","costs",134.072831269799
"1031","L2","rep_31","Reed","costs",177.098607650853
"1032","L2","rep_32","Reed","costs",110.384482475736
"1033","L2","rep_33","Reed","costs",154.022610730378
"1034","L2","rep_34","Reed","costs",134.556266959474
"1035","L2","rep_35","Reed","costs",183.866707306299
"1036","L2","rep_36","Reed","costs",112.285996188457
"1037","L2","rep_37","Reed","costs",119.376386303687
"1038","L2","rep_38","Reed","costs",128.174915855767
"1039","L2","rep_39","Reed","costs",146.190952557646
"1040","L2","rep_40","Reed","costs",118.312827786402
"1041","L2","rep_41","Reed","costs",195.565850996428
"1042","L2","rep_42","Reed","costs",150.412957580806
"1043","L2","rep_43","Reed","costs",118.183911602489
"1044","L2","rep_44","Reed","costs",69.9692588189265
"1045","L2","rep_45","Reed","costs",157.857867201797
"1046","L2","rep_46","Reed","costs",154.667191649944
"1047","L2","rep_47","Reed","costs",125.145385533805
"1048","L2","rep_48","Reed","costs",213.775261974177
"1049","L2","rep_49","Reed","costs",131.720110913382
"1050","L2","rep_50","Reed","costs",117.507101636944
"1051","L2","rep_51","Reed","costs",138.971646258503
"1052","L2","rep_52","Reed","costs",148.833734327868
"1053","L2","rep_53","Reed","costs",146.835533477213
"1054","L2","rep_54","Reed","costs",194.792353892949
"1055","L2","rep_55","Reed","costs",125.080927441849
"1056","L2","rep_56","Reed","costs",149.76837666124
"1057","L2","rep_57","Reed","costs",163.530179293981
"1058","L2","rep_58","Reed","costs",170.298278949428
"1059","L2","rep_59","Reed","costs",158.309073845494
"1060","L2","rep_60","Reed","costs",142.645757500032
"1061","L2","rep_61","Reed","costs",159.598235684626
"1062","L2","rep_62","Reed","costs",180.482657478576
"1063","L2","rep_63","Reed","costs",121.79356475206
"1064","L2","rep_64","Reed","costs",141.388824706877
"1065","L2","rep_65","Reed","costs",119.634218671513
"1066","L2","rep_66","Reed","costs",124.565262706196
"1067","L2","rep_67","Reed","costs",123.372788004998
"1068","L2","rep_68","Reed","costs",158.405760983429
"1069","L2","rep_69","Reed","costs",112.124850958565
"1070","L2","rep_70","Reed","costs",131.55896568349
"1071","L2","rep_71","Reed","costs",118.312827786402
"1072","L2","rep_72","Reed","costs",142.806902729923
"1073","L2","rep_73","Reed","costs",128.078228717832
"1074","L2","rep_74","Reed","costs",117.184811177161
"1075","L2","rep_75","Reed","costs",190.538119823811
"1076","L2","rep_76","Reed","costs",117.345956407053
"1077","L2","rep_77","Reed","costs",148.446985776129
"1078","L2","rep_78","Reed","costs",144.031606477099
"1079","L2","rep_79","Reed","costs",142.29123799427
"1080","L2","rep_80","Reed","costs",107.483868337688
"1081","L2","rep_81","Reed","costs",113.897448487373
"1082","L2","rep_82","Reed","costs",177.291981926722
"1083","L2","rep_83","Reed","costs",155.376230661467
"1084","L2","rep_84","Reed","costs",123.276100867063
"1085","L2","rep_85","Reed","costs",70.1626330947964
"1086","L2","rep_86","Reed","costs",139.777372407961
"1087","L2","rep_87","Reed","costs",96.8160541188646
"1088","L2","rep_88","Reed","costs",186.026053386846
"1089","L2","rep_89","Reed","costs",141.163221385029
"1090","L2","rep_90","Reed","costs",244.650688021405
"1091","L2","rep_91","Reed","costs",178.774518041725
"1092","L2","rep_92","Reed","costs",143.290338419598
"1093","L2","rep_93","Reed","costs",238.172649779764
"1094","L2","rep_94","Reed","costs",108.96640445269
"1095","L2","rep_95","Reed","costs",173.746786869108
"1096","L2","rep_96","Reed","costs",180.482657478576
"1097","L2","rep_97","Reed","costs",116.089023613898
"1098","L2","rep_98","Reed","costs",133.911686039908
"1099","L2","rep_99","Reed","costs",88.3075859805889
"1100","L2","rep_100","Reed","costs",147.190052982974
"1101","fixed","rep_1","Reed","costs",111.111111111111
"1102","fixed","rep_2","Reed","costs",101.010101010101
"1103","fixed","rep_3","Reed","costs",90.9090909090909
"1104","fixed","rep_4","Reed","costs",131.313131313131
"1105","fixed","rep_5","Reed","costs",70.7070707070707
"1106","fixed","rep_6","Reed","costs",121.212121212121
"1107","fixed","rep_7","Reed","costs",121.212121212121
"1108","fixed","rep_8","Reed","costs",80.8080808080808
"1109","fixed","rep_9","Reed","costs",90.9090909090909
"1110","fixed","rep_10","Reed","costs",90.9090909090909
"1111","fixed","rep_11","Reed","costs",60.6060606060606
"1112","fixed","rep_12","Reed","costs",50.5050505050505
"1113","fixed","rep_13","Reed","costs",121.212121212121
"1114","fixed","rep_14","Reed","costs",151.515151515152
"1115","fixed","rep_15","Reed","costs",131.313131313131
"1116","fixed","rep_16","Reed","costs",131.313131313131
"1117","fixed","rep_17","Reed","costs",161.616161616162
"1118","fixed","rep_18","Reed","costs",111.111111111111
"1119","fixed","rep_19","Reed","costs",101.010101010101
"1120","fixed","rep_20","Reed","costs",70.7070707070707
"1121","fixed","rep_21","Reed","costs",111.111111111111
"1122","fixed","rep_22","Reed","costs",121.212121212121
"1123","fixed","rep_23","Reed","costs",131.313131313131
"1124","fixed","rep_24","Reed","costs",111.111111111111
"1125","fixed","rep_25","Reed","costs",70.7070707070707
"1126","fixed","rep_26","Reed","costs",141.414141414141
"1127","fixed","rep_27","Reed","costs",121.212121212121
"1128","fixed","rep_28","Reed","costs",101.010101010101
"1129","fixed","rep_29","Reed","costs",90.9090909090909
"1130","fixed","rep_30","Reed","costs",90.9090909090909
"1131","fixed","rep_31","Reed","costs",80.8080808080808
"1132","fixed","rep_32","Reed","costs",141.414141414141
"1133","fixed","rep_33","Reed","costs",131.313131313131
"1134","fixed","rep_34","Reed","costs",131.313131313131
"1135","fixed","rep_35","Reed","costs",101.010101010101
"1136","fixed","rep_36","Reed","costs",111.111111111111
"1137","fixed","rep_37","Reed","costs",121.212121212121
"1138","fixed","rep_38","Reed","costs",101.010101010101
"1139","fixed","rep_39","Reed","costs",80.8080808080808
"1140","fixed","rep_40","Reed","costs",101.010101010101
"1141","fixed","rep_41","Reed","costs",131.313131313131
"1142","fixed","rep_42","Reed","costs",151.515151515152
"1143","fixed","rep_43","Reed","costs",90.9090909090909
"1144","fixed","rep_44","Reed","costs",70.7070707070707
"1145","fixed","rep_45","Reed","costs",101.010101010101
"1146","fixed","rep_46","Reed","costs",111.111111111111
"1147","fixed","rep_47","Reed","costs",101.010101010101
"1148","fixed","rep_48","Reed","costs",141.414141414141
"1149","fixed","rep_49","Reed","costs",90.9090909090909
"1150","fixed","rep_50","Reed","costs",80.8080808080808
"1151","fixed","rep_51","Reed","costs",90.9090909090909
"1152","fixed","rep_52","Reed","costs",111.111111111111
"1153","fixed","rep_53","Reed","costs",111.111111111111
"1154","fixed","rep_54","Reed","costs",111.111111111111
"1155","fixed","rep_55","Reed","costs",80.8080808080808
"1156","fixed","rep_56","Reed","costs",90.9090909090909
"1157","fixed","rep_57","Reed","costs",101.010101010101
"1158","fixed","rep_58","Reed","costs",80.8080808080808
"1159","fixed","rep_59","Reed","costs",111.111111111111
"1160","fixed","rep_60","Reed","costs",101.010101010101
"1161","fixed","rep_61","Reed","costs",90.9090909090909
"1162","fixed","rep_62","Reed","costs",70.7070707070707
"1163","fixed","rep_63","Reed","costs",80.8080808080808
"1164","fixed","rep_64","Reed","costs",80.8080808080808
"1165","fixed","rep_65","Reed","costs",90.9090909090909
"1166","fixed","rep_66","Reed","costs",90.9090909090909
"1167","fixed","rep_67","Reed","costs",70.7070707070707
"1168","fixed","rep_68","Reed","costs",121.212121212121
"1169","fixed","rep_69","Reed","costs",70.7070707070707
"1170","fixed","rep_70","Reed","costs",90.9090909090909
"1171","fixed","rep_71","Reed","costs",90.9090909090909
"1172","fixed","rep_72","Reed","costs",121.212121212121
"1173","fixed","rep_73","Reed","costs",151.515151515152
"1174","fixed","rep_74","Reed","costs",90.9090909090909
"1175","fixed","rep_75","Reed","costs",111.111111111111
"1176","fixed","rep_76","Reed","costs",80.8080808080808
"1177","fixed","rep_77","Reed","costs",101.010101010101
"1178","fixed","rep_78","Reed","costs",70.7070707070707
"1179","fixed","rep_79","Reed","costs",90.9090909090909
"1180","fixed","rep_80","Reed","costs",121.212121212121
"1181","fixed","rep_81","Reed","costs",101.010101010101
"1182","fixed","rep_82","Reed","costs",70.7070707070707
"1183","fixed","rep_83","Reed","costs",131.313131313131
"1184","fixed","rep_84","Reed","costs",80.8080808080808
"1185","fixed","rep_85","Reed","costs",50.5050505050505
"1186","fixed","rep_86","Reed","costs",101.010101010101
"1187","fixed","rep_87","Reed","costs",80.8080808080808
"1188","fixed","rep_88","Reed","costs",101.010101010101
"1189","fixed","rep_89","Reed","costs",90.9090909090909
"1190","fixed","rep_90","Reed","costs",111.111111111111
"1191","fixed","rep_91","Reed","costs",90.9090909090909
"1192","fixed","rep_92","Reed","costs",90.9090909090909
"1193","fixed","rep_93","Reed","costs",131.313131313131
"1194","fixed","rep_94","Reed","costs",90.9090909090909
"1195","fixed","rep_95","Reed","costs",101.010101010101
"1196","fixed","rep_96","Reed","costs",111.111111111111
"1197","fixed","rep_97","Reed","costs",101.010101010101
"1198","fixed","rep_98","Reed","costs",101.010101010101
"1199","fixed","rep_99","Reed","costs",90.9090909090909
"1200","fixed","rep_100","Reed","costs",111.111111111111
