"","time","replicate","penalty_fn","variable","stock"
"1600",32,"rep_18","L1","alternate",4.83792614770995
"1601",33,"rep_18","L1","alternate",6.08015041661156
"1602",34,"rep_18","L1","alternate",7.43712636622381
"1603",35,"rep_18","L1","alternate",9.22788676643205
"1604",36,"rep_18","L1","alternate",3.44120485222513
"1605",37,"rep_18","L1","alternate",5.40369885401292
"1606",38,"rep_18","L1","alternate",7.27973549042242
"1607",39,"rep_18","L1","alternate",5.56644648893034
"1608",40,"rep_18","L1","alternate",7.36835460011266
"1609",41,"rep_18","L1","alternate",8.55017417222201
"1610",42,"rep_18","L1","alternate",6.10081016126478
"1611",43,"rep_18","L1","alternate",11.6180796272552
"1612",44,"rep_18","L1","alternate",5.03078916983814
"1613",45,"rep_18","L1","alternate",7.33623924142205
"1614",46,"rep_18","L1","alternate",6.90891304809733
"1615",47,"rep_18","L1","alternate",8.37807291630024
"1616",48,"rep_18","L1","alternate",7.9151265217283
"1617",49,"rep_18","L1","alternate",5.60595077989348
"1618",1,"rep_19","L1","alternate",10
"1619",2,"rep_19","L1","alternate",3.63338575579649
"1620",3,"rep_19","L1","alternate",4.97330875823553
"1621",4,"rep_19","L1","alternate",5.56777894548524
"1622",5,"rep_19","L1","alternate",5.84668586657832
"1623",6,"rep_19","L1","alternate",8.24574704079286
"1624",7,"rep_19","L1","alternate",5.2414999405757
"1625",8,"rep_19","L1","alternate",7.31370615660468
"1626",9,"rep_19","L1","alternate",6.21069712223603
"1627",10,"rep_19","L1","alternate",6.74037583814297
"1628",11,"rep_19","L1","alternate",7.28203977823591
"1629",12,"rep_19","L1","alternate",7.96566008882122
"1630",13,"rep_19","L1","alternate",6.99541028234944
"1631",14,"rep_19","L1","alternate",8.27618697509736
"1632",15,"rep_19","L1","alternate",5.31279028380704
"1633",16,"rep_19","L1","alternate",7.17379361597755
"1634",17,"rep_19","L1","alternate",7.12549394009757
"1635",18,"rep_19","L1","alternate",6.65816934359183
"1636",19,"rep_19","L1","alternate",9.91580687061436
"1637",20,"rep_19","L1","alternate",5.3829341135646
"1638",21,"rep_19","L1","alternate",5.5225092202429
"1639",22,"rep_19","L1","alternate",8.61696643701489
"1640",23,"rep_19","L1","alternate",4.36484499274409
"1641",24,"rep_19","L1","alternate",5.36549928210845
"1642",25,"rep_19","L1","alternate",7.88069982608892
"1643",26,"rep_19","L1","alternate",5.24202356503572
"1644",27,"rep_19","L1","alternate",6.92298845545249
"1645",28,"rep_19","L1","alternate",7.51752383158427
"1646",29,"rep_19","L1","alternate",10.4097024612776
"1647",30,"rep_19","L1","alternate",3.210852675639
"1648",31,"rep_19","L1","alternate",4.35560952347797
"1649",32,"rep_19","L1","alternate",7.23521570388295
"1650",33,"rep_19","L1","alternate",6.60424379184162
"1651",34,"rep_19","L1","alternate",8.35258722232402
"1652",35,"rep_19","L1","alternate",5.84271001922633
"1653",36,"rep_19","L1","alternate",8.18125981493523
"1654",37,"rep_19","L1","alternate",4.21232480172435
"1655",38,"rep_19","L1","alternate",9.24731560023623
"1656",39,"rep_19","L1","alternate",3.01968322632617
"1657",40,"rep_19","L1","alternate",3.48698416854374
"1658",41,"rep_19","L1","alternate",3.66038504048688
"1659",42,"rep_19","L1","alternate",4.80715769055975
"1660",43,"rep_19","L1","alternate",8.50994785090826
"1661",44,"rep_19","L1","alternate",4.79721541364849
"1662",45,"rep_19","L1","alternate",4.68319936192172
"1663",46,"rep_19","L1","alternate",5.30616606194485
"1664",47,"rep_19","L1","alternate",6.15499079561168
"1665",48,"rep_19","L1","alternate",7.91575959380486
"1666",49,"rep_19","L1","alternate",8.62070666667201
"1667",1,"rep_20","L1","alternate",10
"1668",2,"rep_20","L1","alternate",5.81588365465008
"1669",3,"rep_20","L1","alternate",6.00313480634594
"1670",4,"rep_20","L1","alternate",9.88553463131572
"1671",5,"rep_20","L1","alternate",3.70351279842887
"1672",6,"rep_20","L1","alternate",4.27703803605357
"1673",7,"rep_20","L1","alternate",5.911617923098
"1674",8,"rep_20","L1","alternate",3.83502119497363
"1675",9,"rep_20","L1","alternate",4.04799372679452
"1676",10,"rep_20","L1","alternate",4.59500186102636
"1677",11,"rep_20","L1","alternate",5.00653037207582
"1678",12,"rep_20","L1","alternate",5.97256822859197
"1679",13,"rep_20","L1","alternate",6.68566992548095
"1680",14,"rep_20","L1","alternate",6.62128646997978
"1681",15,"rep_20","L1","alternate",9.71124393359358
"1682",16,"rep_20","L1","alternate",3.4296045860037
"1683",17,"rep_20","L1","alternate",4.01349831890787
"1684",18,"rep_20","L1","alternate",6.07560682533664
"1685",19,"rep_20","L1","alternate",7.02067805495156
"1686",20,"rep_20","L1","alternate",7.2513595851059
"1687",21,"rep_20","L1","alternate",7.73331421564139
"1688",22,"rep_20","L1","alternate",6.56699974948898
"1689",23,"rep_20","L1","alternate",7.19617131233871
"1690",24,"rep_20","L1","alternate",8.6950196215504
"1691",25,"rep_20","L1","alternate",5.87444543343137
"1692",26,"rep_20","L1","alternate",6.48066273290479
"1693",27,"rep_20","L1","alternate",5.46315356950923
"1694",28,"rep_20","L1","alternate",5.70486832700326
"1695",29,"rep_20","L1","alternate",5.28636854795627
"1696",30,"rep_20","L1","alternate",3.81766229787475
"1697",31,"rep_20","L1","alternate",4.24398897321604
"1698",32,"rep_20","L1","alternate",5.01946571329857
"1699",33,"rep_20","L1","alternate",8.25898269039445
"1700",34,"rep_20","L1","alternate",7.52004166379836
"1701",35,"rep_20","L1","alternate",8.50708084885953
"1702",36,"rep_20","L1","alternate",4.22780594961838
"1703",37,"rep_20","L1","alternate",3.60132980823255
"1704",38,"rep_20","L1","alternate",3.80427297681558
"1705",39,"rep_20","L1","alternate",6.13714139007591
"1706",40,"rep_20","L1","alternate",7.16008578008992
"1707",41,"rep_20","L1","alternate",8.15760430552291
"1708",42,"rep_20","L1","alternate",5.13421426907067
"1709",43,"rep_20","L1","alternate",4.49438536527247
"1710",44,"rep_20","L1","alternate",6.14070571153741
"1711",45,"rep_20","L1","alternate",6.53773233930919
"1712",46,"rep_20","L1","alternate",5.98704909018535
"1713",47,"rep_20","L1","alternate",6.92783203789691
"1714",48,"rep_20","L1","alternate",9.03502887196697
"1715",49,"rep_20","L1","alternate",8.35329818512982
"1716",1,"rep_16","L2","alternate",10
"1717",2,"rep_16","L2","alternate",5.06998752178913
"1718",3,"rep_16","L2","alternate",5.90744221087386
"1719",4,"rep_16","L2","alternate",8.5063687469842
"1720",5,"rep_16","L2","alternate",3.94389106593838
"1721",6,"rep_16","L2","alternate",6.20339534988716
"1722",7,"rep_16","L2","alternate",6.45910742074418
"1723",8,"rep_16","L2","alternate",5.98183027811229
"1724",9,"rep_16","L2","alternate",6.98629852350132
"1725",10,"rep_16","L2","alternate",9.01916175032822
"1726",11,"rep_16","L2","alternate",5.74367360774371
"1727",12,"rep_16","L2","alternate",9.67156226178315
"1728",13,"rep_16","L2","alternate",5.06454860107518
"1729",14,"rep_16","L2","alternate",5.21335225812466
"1730",15,"rep_16","L2","alternate",8.62932412267766
"1731",16,"rep_16","L2","alternate",6.22626698145075
"1732",17,"rep_16","L2","alternate",5.10066411504343
"1733",18,"rep_16","L2","alternate",6.82977517403837
"1734",19,"rep_16","L2","alternate",8.38493309078169
"1735",20,"rep_16","L2","alternate",5.05451449271158
"1736",21,"rep_16","L2","alternate",7.57142572515374
"1737",22,"rep_16","L2","alternate",4.93507204388425
"1738",23,"rep_16","L2","alternate",5.56683844303815
"1739",24,"rep_16","L2","alternate",6.28889549799031
"1740",25,"rep_16","L2","alternate",9.61881431133839
"1741",26,"rep_16","L2","alternate",4.11843926468576
"1742",27,"rep_16","L2","alternate",6.93909968480651
"1743",28,"rep_16","L2","alternate",9.53105493918703
"1744",29,"rep_16","L2","alternate",5.90380517417216
"1745",30,"rep_16","L2","alternate",8.07786515606361
"1746",31,"rep_16","L2","alternate",6.23567612410464
"1747",32,"rep_16","L2","alternate",6.22538558401161
"1748",33,"rep_16","L2","alternate",7.30382640978748
"1749",34,"rep_16","L2","alternate",7.09830338726895
"1750",35,"rep_16","L2","alternate",6.16394151485343
"1751",36,"rep_16","L2","alternate",5.75393546038563
"1752",37,"rep_16","L2","alternate",7.07985848040207
"1753",38,"rep_16","L2","alternate",8.28218571327513
"1754",39,"rep_16","L2","alternate",5.67865784281078
"1755",40,"rep_16","L2","alternate",7.00937072873838
"1756",41,"rep_16","L2","alternate",6.94825357906382
"1757",42,"rep_16","L2","alternate",5.92765988496616
"1758",43,"rep_16","L2","alternate",10.3526342883407
"1759",44,"rep_16","L2","alternate",5.05004714009399
"1760",45,"rep_16","L2","alternate",5.631168346383
"1761",46,"rep_16","L2","alternate",5.80172647749593
"1762",47,"rep_16","L2","alternate",7.13031486012818
"1763",48,"rep_16","L2","alternate",7.51162212587379
"1764",49,"rep_16","L2","alternate",8.10653041743211
"1765",1,"rep_17","L2","alternate",10
"1766",2,"rep_17","L2","alternate",3.76238827177054
"1767",3,"rep_17","L2","alternate",4.6644944600617
"1768",4,"rep_17","L2","alternate",5.40580872749137
"1769",5,"rep_17","L2","alternate",5.41288453142566
"1770",6,"rep_17","L2","alternate",7.44606571632471
"1771",7,"rep_17","L2","alternate",7.08373130754185
"1772",8,"rep_17","L2","alternate",9.02652777391032
"1773",9,"rep_17","L2","alternate",7.23014762550832
"1774",10,"rep_17","L2","alternate",7.50941388068278
"1775",11,"rep_17","L2","alternate",7.32377858930995
"1776",12,"rep_17","L2","alternate",9.13940685528899
"1777",13,"rep_17","L2","alternate",5.96507662975261
"1778",14,"rep_17","L2","alternate",8.91859661746453
"1779",15,"rep_17","L2","alternate",5.55711870640235
"1780",16,"rep_17","L2","alternate",8.9548250853254
"1781",17,"rep_17","L2","alternate",4.99959444971857
"1782",18,"rep_17","L2","alternate",7.08363166648449
"1783",19,"rep_17","L2","alternate",7.67106553025507
"1784",20,"rep_17","L2","alternate",7.87696997333387
"1785",21,"rep_17","L2","alternate",7.26179114362428
"1786",22,"rep_17","L2","alternate",8.20847576911806
"1787",23,"rep_17","L2","alternate",4.76219780873598
"1788",24,"rep_17","L2","alternate",4.98403077630851
"1789",25,"rep_17","L2","alternate",8.3502926939063
"1790",26,"rep_17","L2","alternate",4.97072627772994
"1791",27,"rep_17","L2","alternate",7.51886102260375
"1792",28,"rep_17","L2","alternate",6.97643439238371
"1793",29,"rep_17","L2","alternate",8.16251445915059
"1794",30,"rep_17","L2","alternate",6.53303611857646
"1795",31,"rep_17","L2","alternate",6.39954773613709
"1796",32,"rep_17","L2","alternate",5.73953929082205
"1797",33,"rep_17","L2","alternate",5.51327865626497
"1798",34,"rep_17","L2","alternate",5.43002614817569
"1799",35,"rep_17","L2","alternate",3.1409755328791
"1800",36,"rep_17","L2","alternate",3.05878992836041
"1801",37,"rep_17","L2","alternate",3.62761361291482
"1802",38,"rep_17","L2","alternate",3.93466463812028
"1803",39,"rep_17","L2","alternate",4.16702668491519
"1804",40,"rep_17","L2","alternate",5.21629920889289
"1805",41,"rep_17","L2","alternate",5.47757489863562
"1806",42,"rep_17","L2","alternate",6.77680555454782
"1807",43,"rep_17","L2","alternate",7.09762265560531
"1808",44,"rep_17","L2","alternate",7.14143754402028
"1809",45,"rep_17","L2","alternate",9.53736933437343
"1810",46,"rep_17","L2","alternate",7.52103416264411
"1811",47,"rep_17","L2","alternate",6.7691605951097
"1812",48,"rep_17","L2","alternate",10.5618718446535
"1813",49,"rep_17","L2","alternate",6.59812574035114
"1814",1,"rep_18","L2","alternate",10
"1815",2,"rep_18","L2","alternate",5.5475008296034
"1816",3,"rep_18","L2","alternate",9.36666311027104
"1817",4,"rep_18","L2","alternate",3.60467637483295
"1818",5,"rep_18","L2","alternate",4.3172053715214
"1819",6,"rep_18","L2","alternate",4.96443373735648
"1820",7,"rep_18","L2","alternate",6.40874830593314
"1821",8,"rep_18","L2","alternate",5.57657623218404
"1822",9,"rep_18","L2","alternate",10.582589239847
"1823",10,"rep_18","L2","alternate",4.59238135832091
"1824",11,"rep_18","L2","alternate",7.61781182572823
"1825",12,"rep_18","L2","alternate",4.73501506649068
"1826",13,"rep_18","L2","alternate",6.87944584455489
"1827",14,"rep_18","L2","alternate",5.90736482153083
"1828",15,"rep_18","L2","alternate",6.88934836241099
"1829",16,"rep_18","L2","alternate",6.5620097549945
"1830",17,"rep_18","L2","alternate",9.43277472460112
"1831",18,"rep_18","L2","alternate",3.90673496267298
"1832",19,"rep_18","L2","alternate",4.27160129052947
"1833",20,"rep_18","L2","alternate",6.87835364688689
"1834",21,"rep_18","L2","alternate",8.41226009018142
"1835",22,"rep_18","L2","alternate",4.36302831084034
"1836",23,"rep_18","L2","alternate",6.69332789115155
"1837",24,"rep_18","L2","alternate",6.43883174240631
"1838",25,"rep_18","L2","alternate",6.37319323138061
"1839",26,"rep_18","L2","alternate",7.94561600802155
"1840",27,"rep_18","L2","alternate",4.37423851352812
"1841",28,"rep_18","L2","alternate",4.35099991275667
"1842",29,"rep_18","L2","alternate",5.2256438797375
"1843",30,"rep_18","L2","alternate",5.89138500475455
"1844",31,"rep_18","L2","alternate",4.80577282727458
"1845",32,"rep_18","L2","alternate",4.83792614770995
"1846",33,"rep_18","L2","alternate",6.08015041661156
"1847",34,"rep_18","L2","alternate",7.43712636622381
"1848",35,"rep_18","L2","alternate",9.22788676643205
"1849",36,"rep_18","L2","alternate",3.44120485222513
"1850",37,"rep_18","L2","alternate",5.40369885401292
"1851",38,"rep_18","L2","alternate",7.27973549042242
"1852",39,"rep_18","L2","alternate",5.56644648893034
"1853",40,"rep_18","L2","alternate",7.36835460011266
"1854",41,"rep_18","L2","alternate",8.55017417222201
"1855",42,"rep_18","L2","alternate",6.10081016126478
"1856",43,"rep_18","L2","alternate",11.6180796272552
"1857",44,"rep_18","L2","alternate",5.03078916983814
"1858",45,"rep_18","L2","alternate",7.33623924142205
"1859",46,"rep_18","L2","alternate",6.90891304809733
"1860",47,"rep_18","L2","alternate",8.37807291630024
"1861",48,"rep_18","L2","alternate",7.9151265217283
"1862",49,"rep_18","L2","alternate",5.60595077989348
"1863",1,"rep_19","L2","alternate",10
"1864",2,"rep_19","L2","alternate",3.63338575579649
"1865",3,"rep_19","L2","alternate",4.97330875823553
"1866",4,"rep_19","L2","alternate",5.56777894548524
"1867",5,"rep_19","L2","alternate",5.84668586657832
"1868",6,"rep_19","L2","alternate",8.24574704079286
"1869",7,"rep_19","L2","alternate",5.2414999405757
"1870",8,"rep_19","L2","alternate",7.31370615660468
"1871",9,"rep_19","L2","alternate",6.21069712223603
"1872",10,"rep_19","L2","alternate",6.74037583814297
"1873",11,"rep_19","L2","alternate",7.28203977823591
"1874",12,"rep_19","L2","alternate",7.96566008882122
"1875",13,"rep_19","L2","alternate",6.99541028234944
"1876",14,"rep_19","L2","alternate",8.27618697509736
"1877",15,"rep_19","L2","alternate",5.31279028380704
"1878",16,"rep_19","L2","alternate",7.17379361597755
"1879",17,"rep_19","L2","alternate",7.12549394009757
"1880",18,"rep_19","L2","alternate",6.65816934359183
"1881",19,"rep_19","L2","alternate",9.91580687061436
"1882",20,"rep_19","L2","alternate",5.3829341135646
"1883",21,"rep_19","L2","alternate",5.5225092202429
"1884",22,"rep_19","L2","alternate",8.61696643701489
"1885",23,"rep_19","L2","alternate",4.36484499274409
"1886",24,"rep_19","L2","alternate",5.36549928210845
"1887",25,"rep_19","L2","alternate",7.88069982608892
"1888",26,"rep_19","L2","alternate",5.24202356503572
"1889",27,"rep_19","L2","alternate",6.92298845545249
"1890",28,"rep_19","L2","alternate",7.51752383158427
"1891",29,"rep_19","L2","alternate",10.4097024612776
"1892",30,"rep_19","L2","alternate",3.210852675639
"1893",31,"rep_19","L2","alternate",4.35560952347797
"1894",32,"rep_19","L2","alternate",7.23521570388295
"1895",33,"rep_19","L2","alternate",6.60424379184162
"1896",34,"rep_19","L2","alternate",8.35258722232402
"1897",35,"rep_19","L2","alternate",5.84271001922633
"1898",36,"rep_19","L2","alternate",8.18125981493523
"1899",37,"rep_19","L2","alternate",4.21232480172435
"1900",38,"rep_19","L2","alternate",9.24731560023623
"1901",39,"rep_19","L2","alternate",3.01968322632617
"1902",40,"rep_19","L2","alternate",3.48698416854374
"1903",41,"rep_19","L2","alternate",3.66038504048688
"1904",42,"rep_19","L2","alternate",4.80715769055975
"1905",43,"rep_19","L2","alternate",8.50994785090826
"1906",44,"rep_19","L2","alternate",4.79721541364849
"1907",45,"rep_19","L2","alternate",4.68319936192172
"1908",46,"rep_19","L2","alternate",5.30616606194485
"1909",47,"rep_19","L2","alternate",6.15499079561168
"1910",48,"rep_19","L2","alternate",7.91575959380486
"1911",49,"rep_19","L2","alternate",8.62070666667201
"1912",1,"rep_20","L2","alternate",10
"1913",2,"rep_20","L2","alternate",5.81588365465008
"1914",3,"rep_20","L2","alternate",6.00313480634594
"1915",4,"rep_20","L2","alternate",9.88553463131572
"1916",5,"rep_20","L2","alternate",3.70351279842887
"1917",6,"rep_20","L2","alternate",4.27703803605357
"1918",7,"rep_20","L2","alternate",5.911617923098
"1919",8,"rep_20","L2","alternate",3.83502119497363
"1920",9,"rep_20","L2","alternate",4.04799372679452
"1921",10,"rep_20","L2","alternate",4.59500186102636
"1922",11,"rep_20","L2","alternate",5.00653037207582
"1923",12,"rep_20","L2","alternate",5.97256822859197
"1924",13,"rep_20","L2","alternate",6.68566992548095
"1925",14,"rep_20","L2","alternate",6.62128646997978
"1926",15,"rep_20","L2","alternate",9.71124393359358
"1927",16,"rep_20","L2","alternate",3.4296045860037
"1928",17,"rep_20","L2","alternate",4.01349831890787
"1929",18,"rep_20","L2","alternate",6.07560682533664
"1930",19,"rep_20","L2","alternate",7.02067805495156
"1931",20,"rep_20","L2","alternate",7.2513595851059
"1932",21,"rep_20","L2","alternate",7.73331421564139
"1933",22,"rep_20","L2","alternate",6.56699974948898
"1934",23,"rep_20","L2","alternate",7.19617131233871
"1935",24,"rep_20","L2","alternate",8.6950196215504
"1936",25,"rep_20","L2","alternate",5.87444543343137
"1937",26,"rep_20","L2","alternate",6.48066273290479
"1938",27,"rep_20","L2","alternate",5.46315356950923
"1939",28,"rep_20","L2","alternate",5.70486832700326
"1940",29,"rep_20","L2","alternate",5.28636854795627
"1941",30,"rep_20","L2","alternate",3.81766229787475
"1942",31,"rep_20","L2","alternate",4.24398897321604
"1943",32,"rep_20","L2","alternate",5.01946571329857
"1944",33,"rep_20","L2","alternate",8.25898269039445
"1945",34,"rep_20","L2","alternate",7.52004166379836
"1946",35,"rep_20","L2","alternate",8.50708084885953
"1947",36,"rep_20","L2","alternate",4.22780594961838
"1948",37,"rep_20","L2","alternate",3.60132980823255
"1949",38,"rep_20","L2","alternate",3.80427297681558
"1950",39,"rep_20","L2","alternate",6.13714139007591
"1951",40,"rep_20","L2","alternate",7.16008578008992
"1952",41,"rep_20","L2","alternate",8.15760430552291
"1953",42,"rep_20","L2","alternate",5.13421426907067
"1954",43,"rep_20","L2","alternate",4.49438536527247
"1955",44,"rep_20","L2","alternate",6.14070571153741
"1956",45,"rep_20","L2","alternate",6.53773233930919
"1957",46,"rep_20","L2","alternate",5.98704909018535
"1958",47,"rep_20","L2","alternate",6.92783203789691
"1959",48,"rep_20","L2","alternate",9.03502887196697
"1960",49,"rep_20","L2","alternate",8.35329818512982
"1961",1,"rep_16","fixed","alternate",10
"1962",2,"rep_16","fixed","alternate",5.06998752178913
"1963",3,"rep_16","fixed","alternate",5.90744221087386
"1964",4,"rep_16","fixed","alternate",8.5063687469842
"1965",5,"rep_16","fixed","alternate",3.94389106593838
"1966",6,"rep_16","fixed","alternate",6.20339534988716
"1967",7,"rep_16","fixed","alternate",6.45910742074418
"1968",8,"rep_16","fixed","alternate",5.98183027811229
"1969",9,"rep_16","fixed","alternate",6.98629852350132
"1970",10,"rep_16","fixed","alternate",9.01916175032822
"1971",11,"rep_16","fixed","alternate",5.74367360774371
"1972",12,"rep_16","fixed","alternate",9.67156226178315
"1973",13,"rep_16","fixed","alternate",5.06454860107518
"1974",14,"rep_16","fixed","alternate",5.21335225812466
"1975",15,"rep_16","fixed","alternate",8.62932412267766
"1976",16,"rep_16","fixed","alternate",6.22626698145075
"1977",17,"rep_16","fixed","alternate",5.10066411504343
"1978",18,"rep_16","fixed","alternate",6.82977517403837
"1979",19,"rep_16","fixed","alternate",8.38493309078169
"1980",20,"rep_16","fixed","alternate",5.05451449271158
"1981",21,"rep_16","fixed","alternate",7.57142572515374
"1982",22,"rep_16","fixed","alternate",4.93507204388425
"1983",23,"rep_16","fixed","alternate",5.56683844303815
"1984",24,"rep_16","fixed","alternate",6.28889549799031
"1985",25,"rep_16","fixed","alternate",9.61881431133839
"1986",26,"rep_16","fixed","alternate",4.11843926468576
"1987",27,"rep_16","fixed","alternate",6.93909968480651
"1988",28,"rep_16","fixed","alternate",9.53105493918703
"1989",29,"rep_16","fixed","alternate",5.90380517417216
"1990",30,"rep_16","fixed","alternate",8.07786515606361
"1991",31,"rep_16","fixed","alternate",6.23567612410464
"1992",32,"rep_16","fixed","alternate",6.22538558401161
"1993",33,"rep_16","fixed","alternate",7.30382640978748
"1994",34,"rep_16","fixed","alternate",7.09830338726895
"1995",35,"rep_16","fixed","alternate",6.16394151485343
"1996",36,"rep_16","fixed","alternate",5.75393546038563
"1997",37,"rep_16","fixed","alternate",7.07985848040207
"1998",38,"rep_16","fixed","alternate",8.28218571327513
"1999",39,"rep_16","fixed","alternate",5.67865784281078
"2000",40,"rep_16","fixed","alternate",7.00937072873838
"2001",41,"rep_16","fixed","alternate",6.94825357906382
"2002",42,"rep_16","fixed","alternate",5.92765988496616
"2003",43,"rep_16","fixed","alternate",10.3526342883407
"2004",44,"rep_16","fixed","alternate",5.05004714009399
"2005",45,"rep_16","fixed","alternate",5.631168346383
"2006",46,"rep_16","fixed","alternate",5.80172647749593
"2007",47,"rep_16","fixed","alternate",7.13031486012818
"2008",48,"rep_16","fixed","alternate",7.51162212587379
"2009",49,"rep_16","fixed","alternate",8.10653041743211
"2010",1,"rep_17","fixed","alternate",10
"2011",2,"rep_17","fixed","alternate",3.76238827177054
"2012",3,"rep_17","fixed","alternate",4.6644944600617
"2013",4,"rep_17","fixed","alternate",5.40580872749137
"2014",5,"rep_17","fixed","alternate",5.41288453142566
"2015",6,"rep_17","fixed","alternate",7.44606571632471
"2016",7,"rep_17","fixed","alternate",7.08373130754185
"2017",8,"rep_17","fixed","alternate",9.02652777391032
"2018",9,"rep_17","fixed","alternate",7.23014762550832
"2019",10,"rep_17","fixed","alternate",7.50941388068278
"2020",11,"rep_17","fixed","alternate",7.32377858930995
"2021",12,"rep_17","fixed","alternate",9.13940685528899
"2022",13,"rep_17","fixed","alternate",5.96507662975261
"2023",14,"rep_17","fixed","alternate",8.91859661746453
"2024",15,"rep_17","fixed","alternate",5.55711870640235
"2025",16,"rep_17","fixed","alternate",8.9548250853254
"2026",17,"rep_17","fixed","alternate",4.99959444971857
"2027",18,"rep_17","fixed","alternate",7.08363166648449
"2028",19,"rep_17","fixed","alternate",7.67106553025507
"2029",20,"rep_17","fixed","alternate",7.87696997333387
"2030",21,"rep_17","fixed","alternate",7.26179114362428
"2031",22,"rep_17","fixed","alternate",8.20847576911806
"2032",23,"rep_17","fixed","alternate",4.76219780873598
"2033",24,"rep_17","fixed","alternate",4.98403077630851
"2034",25,"rep_17","fixed","alternate",8.3502926939063
"2035",26,"rep_17","fixed","alternate",4.97072627772994
"2036",27,"rep_17","fixed","alternate",7.51886102260375
"2037",28,"rep_17","fixed","alternate",6.97643439238371
"2038",29,"rep_17","fixed","alternate",8.16251445915059
"2039",30,"rep_17","fixed","alternate",6.53303611857646
"2040",31,"rep_17","fixed","alternate",6.39954773613709
"2041",32,"rep_17","fixed","alternate",5.73953929082205
"2042",33,"rep_17","fixed","alternate",5.51327865626497
"2043",34,"rep_17","fixed","alternate",5.43002614817569
"2044",35,"rep_17","fixed","alternate",3.1409755328791
"2045",36,"rep_17","fixed","alternate",3.05878992836041
"2046",37,"rep_17","fixed","alternate",3.62761361291482
"2047",38,"rep_17","fixed","alternate",3.93466463812028
"2048",39,"rep_17","fixed","alternate",4.16702668491519
"2049",40,"rep_17","fixed","alternate",5.21629920889289
"2050",41,"rep_17","fixed","alternate",5.47757489863562
"2051",42,"rep_17","fixed","alternate",6.77680555454782
"2052",43,"rep_17","fixed","alternate",7.09762265560531
"2053",44,"rep_17","fixed","alternate",7.14143754402028
"2054",45,"rep_17","fixed","alternate",9.53736933437343
"2055",46,"rep_17","fixed","alternate",7.52103416264411
"2056",47,"rep_17","fixed","alternate",6.7691605951097
"2057",48,"rep_17","fixed","alternate",10.5618718446535
"2058",49,"rep_17","fixed","alternate",6.59812574035114
"2059",1,"rep_18","fixed","alternate",10
"2060",2,"rep_18","fixed","alternate",5.5475008296034
"2061",3,"rep_18","fixed","alternate",9.36666311027104
"2062",4,"rep_18","fixed","alternate",3.60467637483295
"2063",5,"rep_18","fixed","alternate",4.3172053715214
"2064",6,"rep_18","fixed","alternate",4.96443373735648
"2065",7,"rep_18","fixed","alternate",6.40874830593314
"2066",8,"rep_18","fixed","alternate",5.57657623218404
"2067",9,"rep_18","fixed","alternate",10.582589239847
"2068",10,"rep_18","fixed","alternate",4.59238135832091
"2069",11,"rep_18","fixed","alternate",7.61781182572823
"2070",12,"rep_18","fixed","alternate",4.73501506649068
"2071",13,"rep_18","fixed","alternate",6.87944584455489
"2072",14,"rep_18","fixed","alternate",5.90736482153083
"2073",15,"rep_18","fixed","alternate",6.88934836241099
"2074",16,"rep_18","fixed","alternate",6.5620097549945
"2075",17,"rep_18","fixed","alternate",9.43277472460112
"2076",18,"rep_18","fixed","alternate",3.90673496267298
"2077",19,"rep_18","fixed","alternate",4.27160129052947
"2078",20,"rep_18","fixed","alternate",6.87835364688689
"2079",21,"rep_18","fixed","alternate",8.41226009018142
"2080",22,"rep_18","fixed","alternate",4.36302831084034
"2081",23,"rep_18","fixed","alternate",6.69332789115155
"2082",24,"rep_18","fixed","alternate",6.43883174240631
"2083",25,"rep_18","fixed","alternate",6.37319323138061
"2084",26,"rep_18","fixed","alternate",7.94561600802155
"2085",27,"rep_18","fixed","alternate",4.37423851352812
"2086",28,"rep_18","fixed","alternate",4.35099991275667
"2087",29,"rep_18","fixed","alternate",5.2256438797375
"2088",30,"rep_18","fixed","alternate",5.89138500475455
"2089",31,"rep_18","fixed","alternate",4.80577282727458
"2090",32,"rep_18","fixed","alternate",4.83792614770995
"2091",33,"rep_18","fixed","alternate",6.08015041661156
"2092",34,"rep_18","fixed","alternate",7.43712636622381
"2093",35,"rep_18","fixed","alternate",9.22788676643205
"2094",36,"rep_18","fixed","alternate",3.44120485222513
"2095",37,"rep_18","fixed","alternate",5.40369885401292
"2096",38,"rep_18","fixed","alternate",7.27973549042242
"2097",39,"rep_18","fixed","alternate",5.56644648893034
"2098",40,"rep_18","fixed","alternate",7.36835460011266
"2099",41,"rep_18","fixed","alternate",8.55017417222201
"2100",42,"rep_18","fixed","alternate",6.10081016126478
"2101",43,"rep_18","fixed","alternate",11.6180796272552
"2102",44,"rep_18","fixed","alternate",5.03078916983814
"2103",45,"rep_18","fixed","alternate",7.33623924142205
"2104",46,"rep_18","fixed","alternate",6.90891304809733
"2105",47,"rep_18","fixed","alternate",8.37807291630024
"2106",48,"rep_18","fixed","alternate",7.9151265217283
"2107",49,"rep_18","fixed","alternate",5.60595077989348
"2108",1,"rep_19","fixed","alternate",10
"2109",2,"rep_19","fixed","alternate",3.63338575579649
"2110",3,"rep_19","fixed","alternate",4.97330875823553
"2111",4,"rep_19","fixed","alternate",5.56777894548524
"2112",5,"rep_19","fixed","alternate",5.84668586657832
"2113",6,"rep_19","fixed","alternate",8.24574704079286
