"","time","penalty_fn","replicate","variable","value","baseline"
"2082",2,"L2","rep_15","harvest",0.01,"no_penalty"
"2083",3,"L2","rep_15","harvest",3.76040816326531,"no_penalty"
"2084",4,"L2","rep_15","harvest",0.01,"no_penalty"
"2085",5,"L2","rep_15","harvest",1.64061224489796,"no_penalty"
"2086",6,"L2","rep_15","harvest",1.64061224489796,"no_penalty"
"2087",7,"L2","rep_15","harvest",0.01,"no_penalty"
"2088",8,"L2","rep_15","harvest",0.01,"no_penalty"
"2089",9,"L2","rep_15","harvest",4.57571428571429,"no_penalty"
"2090",10,"L2","rep_15","harvest",0.01,"no_penalty"
"2091",11,"L2","rep_15","harvest",0.01,"no_penalty"
"2092",12,"L2","rep_15","harvest",0.499183673469388,"no_penalty"
"2093",13,"L2","rep_15","harvest",0.01,"no_penalty"
"2094",14,"L2","rep_15","harvest",3.10816326530612,"no_penalty"
"2095",15,"L2","rep_15","harvest",0.01,"no_penalty"
"2096",16,"L2","rep_15","harvest",1.15142857142857,"no_penalty"
"2097",17,"L2","rep_15","harvest",0.662244897959184,"no_penalty"
"2098",18,"L2","rep_15","harvest",0.82530612244898,"no_penalty"
"2099",19,"L2","rep_15","harvest",7.34775510204082,"no_penalty"
"2100",20,"L2","rep_15","harvest",0,"no_penalty"
"2101",1,"L2","rep_16","harvest",6.36938775510204,"no_penalty"
"2102",2,"L2","rep_16","harvest",0.01,"no_penalty"
"2103",3,"L2","rep_16","harvest",0.01,"no_penalty"
"2104",4,"L2","rep_16","harvest",4.24959183673469,"no_penalty"
"2105",5,"L2","rep_16","harvest",0.01,"no_penalty"
"2106",6,"L2","rep_16","harvest",0.01,"no_penalty"
"2107",7,"L2","rep_16","harvest",0.01,"no_penalty"
"2108",8,"L2","rep_16","harvest",0.01,"no_penalty"
"2109",9,"L2","rep_16","harvest",0.499183673469388,"no_penalty"
"2110",10,"L2","rep_16","harvest",4.90183673469388,"no_penalty"
"2111",11,"L2","rep_16","harvest",0.01,"no_penalty"
"2112",12,"L2","rep_16","harvest",5.71714285714286,"no_penalty"
"2113",13,"L2","rep_16","harvest",0.01,"no_penalty"
"2114",14,"L2","rep_16","harvest",0.01,"no_penalty"
"2115",15,"L2","rep_16","harvest",3.9234693877551,"no_penalty"
"2116",16,"L2","rep_16","harvest",0.01,"no_penalty"
"2117",17,"L2","rep_16","harvest",0.01,"no_penalty"
"2118",18,"L2","rep_16","harvest",0.499183673469388,"no_penalty"
"2119",19,"L2","rep_16","harvest",8,"no_penalty"
"2120",20,"L2","rep_16","harvest",0,"no_penalty"
"2121",1,"L2","rep_17","harvest",6.36938775510204,"no_penalty"
"2122",2,"L2","rep_17","harvest",0.01,"no_penalty"
"2123",3,"L2","rep_17","harvest",0.01,"no_penalty"
"2124",4,"L2","rep_17","harvest",0.01,"no_penalty"
"2125",5,"L2","rep_17","harvest",0.01,"no_penalty"
"2126",6,"L2","rep_17","harvest",0.988367346938776,"no_penalty"
"2127",7,"L2","rep_17","harvest",0.499183673469388,"no_penalty"
"2128",8,"L2","rep_17","harvest",4.90183673469388,"no_penalty"
"2129",9,"L2","rep_17","harvest",0.988367346938776,"no_penalty"
"2130",10,"L2","rep_17","harvest",1.64061224489796,"no_penalty"
"2131",11,"L2","rep_17","harvest",0.988367346938776,"no_penalty"
"2132",12,"L2","rep_17","harvest",4.90183673469388,"no_penalty"
"2133",13,"L2","rep_17","harvest",0.01,"no_penalty"
"2134",14,"L2","rep_17","harvest",4.41265306122449,"no_penalty"
"2135",15,"L2","rep_17","harvest",0.01,"no_penalty"
"2136",16,"L2","rep_17","harvest",4.24959183673469,"no_penalty"
"2137",17,"L2","rep_17","harvest",0.01,"no_penalty"
"2138",18,"L2","rep_17","harvest",1.64061224489796,"no_penalty"
"2139",19,"L2","rep_17","harvest",7.67387755102041,"no_penalty"
"2140",20,"L2","rep_17","harvest",0,"no_penalty"
"2141",1,"L2","rep_18","harvest",6.36938775510204,"no_penalty"
"2142",2,"L2","rep_18","harvest",0.01,"no_penalty"
"2143",3,"L2","rep_18","harvest",5.39102040816327,"no_penalty"
"2144",4,"L2","rep_18","harvest",0.01,"no_penalty"
"2145",5,"L2","rep_18","harvest",0.01,"no_penalty"
"2146",6,"L2","rep_18","harvest",0.01,"no_penalty"
"2147",7,"L2","rep_18","harvest",0.01,"no_penalty"
"2148",8,"L2","rep_18","harvest",0.01,"no_penalty"
"2149",9,"L2","rep_18","harvest",7.02163265306122,"no_penalty"
"2150",10,"L2","rep_18","harvest",0.01,"no_penalty"
"2151",11,"L2","rep_18","harvest",1.64061224489796,"no_penalty"
"2152",12,"L2","rep_18","harvest",0.01,"no_penalty"
"2153",13,"L2","rep_18","harvest",0.01,"no_penalty"
"2154",14,"L2","rep_18","harvest",0.01,"no_penalty"
"2155",15,"L2","rep_18","harvest",0.173061224489796,"no_penalty"
"2156",16,"L2","rep_18","harvest",0.01,"no_penalty"
"2157",17,"L2","rep_18","harvest",3.9234693877551,"no_penalty"
"2158",18,"L2","rep_18","harvest",0.01,"no_penalty"
"2159",19,"L2","rep_18","harvest",5.39102040816327,"no_penalty"
"2160",20,"L2","rep_18","harvest",0,"no_penalty"
"2161",1,"L2","rep_19","harvest",6.36938775510204,"no_penalty"
"2162",2,"L2","rep_19","harvest",0.01,"no_penalty"
"2163",3,"L2","rep_19","harvest",0.01,"no_penalty"
"2164",4,"L2","rep_19","harvest",0.01,"no_penalty"
"2165",5,"L2","rep_19","harvest",0.01,"no_penalty"
"2166",6,"L2","rep_19","harvest",3.76040816326531,"no_penalty"
"2167",7,"L2","rep_19","harvest",0.01,"no_penalty"
"2168",8,"L2","rep_19","harvest",0.988367346938776,"no_penalty"
"2169",9,"L2","rep_19","harvest",0.01,"no_penalty"
"2170",10,"L2","rep_19","harvest",0.01,"no_penalty"
"2171",11,"L2","rep_19","harvest",0.988367346938776,"no_penalty"
"2172",12,"L2","rep_19","harvest",3.10816326530612,"no_penalty"
"2173",13,"L2","rep_19","harvest",0.499183673469388,"no_penalty"
"2174",14,"L2","rep_19","harvest",3.59734693877551,"no_penalty"
"2175",15,"L2","rep_19","harvest",0.01,"no_penalty"
"2176",16,"L2","rep_19","harvest",1.15142857142857,"no_penalty"
"2177",17,"L2","rep_19","harvest",0.01,"no_penalty"
"2178",18,"L2","rep_19","harvest",0.01,"no_penalty"
"2179",19,"L2","rep_19","harvest",8,"no_penalty"
"2180",20,"L2","rep_19","harvest",0,"no_penalty"
"2181",1,"L2","rep_20","harvest",6.36938775510204,"no_penalty"
"2182",2,"L2","rep_20","harvest",0.01,"no_penalty"
"2183",3,"L2","rep_20","harvest",0.01,"no_penalty"
"2184",4,"L2","rep_20","harvest",6.04326530612245,"no_penalty"
"2185",5,"L2","rep_20","harvest",0.01,"no_penalty"
"2186",6,"L2","rep_20","harvest",0.01,"no_penalty"
"2187",7,"L2","rep_20","harvest",0.01,"no_penalty"
"2188",8,"L2","rep_20","harvest",0.01,"no_penalty"
"2189",9,"L2","rep_20","harvest",0.01,"no_penalty"
"2190",10,"L2","rep_20","harvest",0.01,"no_penalty"
"2191",11,"L2","rep_20","harvest",0.01,"no_penalty"
"2192",12,"L2","rep_20","harvest",0.01,"no_penalty"
"2193",13,"L2","rep_20","harvest",0.01,"no_penalty"
"2194",14,"L2","rep_20","harvest",0.01,"no_penalty"
"2195",15,"L2","rep_20","harvest",5.71714285714286,"no_penalty"
"2196",16,"L2","rep_20","harvest",0.01,"no_penalty"
"2197",17,"L2","rep_20","harvest",0.01,"no_penalty"
"2198",18,"L2","rep_20","harvest",0.01,"no_penalty"
"2199",19,"L2","rep_20","harvest",7.34775510204082,"no_penalty"
"2200",20,"L2","rep_20","harvest",0,"no_penalty"
"2201",1,"fixed","rep_11","harvest",6.36938775510204,"no_penalty"
"2202",2,"fixed","rep_11","harvest",0.01,"no_penalty"
"2203",3,"fixed","rep_11","harvest",0.01,"no_penalty"
"2204",4,"fixed","rep_11","harvest",0.01,"no_penalty"
"2205",5,"fixed","rep_11","harvest",0.01,"no_penalty"
"2206",6,"fixed","rep_11","harvest",0.01,"no_penalty"
"2207",7,"fixed","rep_11","harvest",0.01,"no_penalty"
"2208",8,"fixed","rep_11","harvest",4.90183673469388,"no_penalty"
"2209",9,"fixed","rep_11","harvest",0.01,"no_penalty"
"2210",10,"fixed","rep_11","harvest",0.01,"no_penalty"
"2211",11,"fixed","rep_11","harvest",0.01,"no_penalty"
"2212",12,"fixed","rep_11","harvest",0.01,"no_penalty"
"2213",13,"fixed","rep_11","harvest",0.01,"no_penalty"
"2214",14,"fixed","rep_11","harvest",0.01,"no_penalty"
"2215",15,"fixed","rep_11","harvest",0.01,"no_penalty"
"2216",16,"fixed","rep_11","harvest",0.01,"no_penalty"
"2217",17,"fixed","rep_11","harvest",0.01,"no_penalty"
"2218",18,"fixed","rep_11","harvest",0.499183673469388,"no_penalty"
"2219",19,"fixed","rep_11","harvest",8,"no_penalty"
"2220",20,"fixed","rep_11","harvest",0,"no_penalty"
"2221",1,"fixed","rep_12","harvest",6.36938775510204,"no_penalty"
"2222",2,"fixed","rep_12","harvest",0.01,"no_penalty"
"2223",3,"fixed","rep_12","harvest",0.01,"no_penalty"
"2224",4,"fixed","rep_12","harvest",0.01,"no_penalty"
"2225",5,"fixed","rep_12","harvest",0.01,"no_penalty"
"2226",6,"fixed","rep_12","harvest",0.01,"no_penalty"
"2227",7,"fixed","rep_12","harvest",0.01,"no_penalty"
"2228",8,"fixed","rep_12","harvest",0.01,"no_penalty"
"2229",9,"fixed","rep_12","harvest",0.01,"no_penalty"
"2230",10,"fixed","rep_12","harvest",0.01,"no_penalty"
"2231",11,"fixed","rep_12","harvest",3.10816326530612,"no_penalty"
"2232",12,"fixed","rep_12","harvest",0.01,"no_penalty"
"2233",13,"fixed","rep_12","harvest",0.01,"no_penalty"
"2234",14,"fixed","rep_12","harvest",0.01,"no_penalty"
"2235",15,"fixed","rep_12","harvest",0.01,"no_penalty"
"2236",16,"fixed","rep_12","harvest",0.01,"no_penalty"
"2237",17,"fixed","rep_12","harvest",0.01,"no_penalty"
"2238",18,"fixed","rep_12","harvest",3.10816326530612,"no_penalty"
"2239",19,"fixed","rep_12","harvest",7.67387755102041,"no_penalty"
"2240",20,"fixed","rep_12","harvest",0,"no_penalty"
"2241",1,"fixed","rep_13","harvest",6.36938775510204,"no_penalty"
"2242",2,"fixed","rep_13","harvest",0.01,"no_penalty"
"2243",3,"fixed","rep_13","harvest",0.01,"no_penalty"
"2244",4,"fixed","rep_13","harvest",5.71714285714286,"no_penalty"
"2245",5,"fixed","rep_13","harvest",0.01,"no_penalty"
"2246",6,"fixed","rep_13","harvest",1.64061224489796,"no_penalty"
"2247",7,"fixed","rep_13","harvest",1.64061224489796,"no_penalty"
"2248",8,"fixed","rep_13","harvest",4.24959183673469,"no_penalty"
"2249",9,"fixed","rep_13","harvest",0.01,"no_penalty"
"2250",10,"fixed","rep_13","harvest",0.01,"no_penalty"
"2251",11,"fixed","rep_13","harvest",4.57571428571429,"no_penalty"
"2252",12,"fixed","rep_13","harvest",0.01,"no_penalty"
"2253",13,"fixed","rep_13","harvest",0.01,"no_penalty"
"2254",14,"fixed","rep_13","harvest",0.01,"no_penalty"
"2255",15,"fixed","rep_13","harvest",0.01,"no_penalty"
"2256",16,"fixed","rep_13","harvest",0.01,"no_penalty"
"2257",17,"fixed","rep_13","harvest",0.01,"no_penalty"
"2258",18,"fixed","rep_13","harvest",2.29285714285714,"no_penalty"
"2259",19,"fixed","rep_13","harvest",7.34775510204082,"no_penalty"
"2260",20,"fixed","rep_13","harvest",0,"no_penalty"
"2261",1,"fixed","rep_14","harvest",6.36938775510204,"no_penalty"
"2262",2,"fixed","rep_14","harvest",0.01,"no_penalty"
"2263",3,"fixed","rep_14","harvest",0.499183673469388,"no_penalty"
"2264",4,"fixed","rep_14","harvest",7.8369387755102,"no_penalty"
"2265",5,"fixed","rep_14","harvest",0.01,"no_penalty"
"2266",6,"fixed","rep_14","harvest",0.01,"no_penalty"
"2267",7,"fixed","rep_14","harvest",6.04326530612245,"no_penalty"
"2268",8,"fixed","rep_14","harvest",0.01,"no_penalty"
"2269",9,"fixed","rep_14","harvest",0.499183673469388,"no_penalty"
"2270",10,"fixed","rep_14","harvest",0.01,"no_penalty"
"2271",11,"fixed","rep_14","harvest",5.71714285714286,"no_penalty"
"2272",12,"fixed","rep_14","harvest",0.01,"no_penalty"
"2273",13,"fixed","rep_14","harvest",0.01,"no_penalty"
"2274",14,"fixed","rep_14","harvest",1.80367346938776,"no_penalty"
"2275",15,"fixed","rep_14","harvest",0.01,"no_penalty"
"2276",16,"fixed","rep_14","harvest",2.61897959183673,"no_penalty"
"2277",17,"fixed","rep_14","harvest",1.47755102040816,"no_penalty"
"2278",18,"fixed","rep_14","harvest",4.24959183673469,"no_penalty"
"2279",19,"fixed","rep_14","harvest",8,"no_penalty"
"2280",20,"fixed","rep_14","harvest",0,"no_penalty"
"2281",1,"fixed","rep_15","harvest",6.36938775510204,"no_penalty"
"2282",2,"fixed","rep_15","harvest",0.01,"no_penalty"
"2283",3,"fixed","rep_15","harvest",3.76040816326531,"no_penalty"
"2284",4,"fixed","rep_15","harvest",0.01,"no_penalty"
"2285",5,"fixed","rep_15","harvest",1.64061224489796,"no_penalty"
"2286",6,"fixed","rep_15","harvest",1.64061224489796,"no_penalty"
"2287",7,"fixed","rep_15","harvest",0.01,"no_penalty"
"2288",8,"fixed","rep_15","harvest",0.01,"no_penalty"
"2289",9,"fixed","rep_15","harvest",4.57571428571429,"no_penalty"
"2290",10,"fixed","rep_15","harvest",0.01,"no_penalty"
"2291",11,"fixed","rep_15","harvest",0.01,"no_penalty"
"2292",12,"fixed","rep_15","harvest",0.499183673469388,"no_penalty"
"2293",13,"fixed","rep_15","harvest",0.01,"no_penalty"
"2294",14,"fixed","rep_15","harvest",3.10816326530612,"no_penalty"
"2295",15,"fixed","rep_15","harvest",0.01,"no_penalty"
"2296",16,"fixed","rep_15","harvest",1.15142857142857,"no_penalty"
"2297",17,"fixed","rep_15","harvest",0.662244897959184,"no_penalty"
"2298",18,"fixed","rep_15","harvest",0.82530612244898,"no_penalty"
"2299",19,"fixed","rep_15","harvest",7.34775510204082,"no_penalty"
"2300",20,"fixed","rep_15","harvest",0,"no_penalty"
"2301",1,"fixed","rep_16","harvest",6.36938775510204,"no_penalty"
"2302",2,"fixed","rep_16","harvest",0.01,"no_penalty"
"2303",3,"fixed","rep_16","harvest",0.01,"no_penalty"
"2304",4,"fixed","rep_16","harvest",4.24959183673469,"no_penalty"
"2305",5,"fixed","rep_16","harvest",0.01,"no_penalty"
"2306",6,"fixed","rep_16","harvest",0.01,"no_penalty"
"2307",7,"fixed","rep_16","harvest",0.01,"no_penalty"
"2308",8,"fixed","rep_16","harvest",0.01,"no_penalty"
"2309",9,"fixed","rep_16","harvest",0.499183673469388,"no_penalty"
"2310",10,"fixed","rep_16","harvest",4.90183673469388,"no_penalty"
"2311",11,"fixed","rep_16","harvest",0.01,"no_penalty"
"2312",12,"fixed","rep_16","harvest",5.71714285714286,"no_penalty"
"2313",13,"fixed","rep_16","harvest",0.01,"no_penalty"
"2314",14,"fixed","rep_16","harvest",0.01,"no_penalty"
"2315",15,"fixed","rep_16","harvest",3.9234693877551,"no_penalty"
"2316",16,"fixed","rep_16","harvest",0.01,"no_penalty"
"2317",17,"fixed","rep_16","harvest",0.01,"no_penalty"
"2318",18,"fixed","rep_16","harvest",0.499183673469388,"no_penalty"
"2319",19,"fixed","rep_16","harvest",8,"no_penalty"
"2320",20,"fixed","rep_16","harvest",0,"no_penalty"
"2321",1,"fixed","rep_17","harvest",6.36938775510204,"no_penalty"
"2322",2,"fixed","rep_17","harvest",0.01,"no_penalty"
"2323",3,"fixed","rep_17","harvest",0.01,"no_penalty"
"2324",4,"fixed","rep_17","harvest",0.01,"no_penalty"
"2325",5,"fixed","rep_17","harvest",0.01,"no_penalty"
"2326",6,"fixed","rep_17","harvest",0.988367346938776,"no_penalty"
"2327",7,"fixed","rep_17","harvest",0.499183673469388,"no_penalty"
"2328",8,"fixed","rep_17","harvest",4.90183673469388,"no_penalty"
"2329",9,"fixed","rep_17","harvest",0.988367346938776,"no_penalty"
"2330",10,"fixed","rep_17","harvest",1.64061224489796,"no_penalty"
"2331",11,"fixed","rep_17","harvest",0.988367346938776,"no_penalty"
"2332",12,"fixed","rep_17","harvest",4.90183673469388,"no_penalty"
"2333",13,"fixed","rep_17","harvest",0.01,"no_penalty"
"2334",14,"fixed","rep_17","harvest",4.41265306122449,"no_penalty"
"2335",15,"fixed","rep_17","harvest",0.01,"no_penalty"
"2336",16,"fixed","rep_17","harvest",4.24959183673469,"no_penalty"
"2337",17,"fixed","rep_17","harvest",0.01,"no_penalty"
"2338",18,"fixed","rep_17","harvest",1.64061224489796,"no_penalty"
"2339",19,"fixed","rep_17","harvest",7.67387755102041,"no_penalty"
"2340",20,"fixed","rep_17","harvest",0,"no_penalty"
"2341",1,"fixed","rep_18","harvest",6.36938775510204,"no_penalty"
"2342",2,"fixed","rep_18","harvest",0.01,"no_penalty"
"2343",3,"fixed","rep_18","harvest",5.39102040816327,"no_penalty"
"2344",4,"fixed","rep_18","harvest",0.01,"no_penalty"
"2345",5,"fixed","rep_18","harvest",0.01,"no_penalty"
"2346",6,"fixed","rep_18","harvest",0.01,"no_penalty"
"2347",7,"fixed","rep_18","harvest",0.01,"no_penalty"
"2348",8,"fixed","rep_18","harvest",0.01,"no_penalty"
"2349",9,"fixed","rep_18","harvest",7.02163265306122,"no_penalty"
"2350",10,"fixed","rep_18","harvest",0.01,"no_penalty"
"2351",11,"fixed","rep_18","harvest",1.64061224489796,"no_penalty"
"2352",12,"fixed","rep_18","harvest",0.01,"no_penalty"
"2353",13,"fixed","rep_18","harvest",0.01,"no_penalty"
"2354",14,"fixed","rep_18","harvest",0.01,"no_penalty"
"2355",15,"fixed","rep_18","harvest",0.173061224489796,"no_penalty"
"2356",16,"fixed","rep_18","harvest",0.01,"no_penalty"
"2357",17,"fixed","rep_18","harvest",3.9234693877551,"no_penalty"
"2358",18,"fixed","rep_18","harvest",0.01,"no_penalty"
"2359",19,"fixed","rep_18","harvest",5.39102040816327,"no_penalty"
"2360",20,"fixed","rep_18","harvest",0,"no_penalty"
"2361",1,"fixed","rep_19","harvest",6.36938775510204,"no_penalty"
"2362",2,"fixed","rep_19","harvest",0.01,"no_penalty"
"2363",3,"fixed","rep_19","harvest",0.01,"no_penalty"
"2364",4,"fixed","rep_19","harvest",0.01,"no_penalty"
"2365",5,"fixed","rep_19","harvest",0.01,"no_penalty"
"2366",6,"fixed","rep_19","harvest",3.76040816326531,"no_penalty"
"2367",7,"fixed","rep_19","harvest",0.01,"no_penalty"
"2368",8,"fixed","rep_19","harvest",0.988367346938776,"no_penalty"
"2369",9,"fixed","rep_19","harvest",0.01,"no_penalty"
"2370",10,"fixed","rep_19","harvest",0.01,"no_penalty"
"2371",11,"fixed","rep_19","harvest",0.988367346938776,"no_penalty"
"2372",12,"fixed","rep_19","harvest",3.10816326530612,"no_penalty"
"2373",13,"fixed","rep_19","harvest",0.499183673469388,"no_penalty"
"2374",14,"fixed","rep_19","harvest",3.59734693877551,"no_penalty"
"2375",15,"fixed","rep_19","harvest",0.01,"no_penalty"
"2376",16,"fixed","rep_19","harvest",1.15142857142857,"no_penalty"
"2377",17,"fixed","rep_19","harvest",0.01,"no_penalty"
"2378",18,"fixed","rep_19","harvest",0.01,"no_penalty"
"2379",19,"fixed","rep_19","harvest",8,"no_penalty"
"2380",20,"fixed","rep_19","harvest",0,"no_penalty"
"2381",1,"fixed","rep_20","harvest",6.36938775510204,"no_penalty"
"2382",2,"fixed","rep_20","harvest",0.01,"no_penalty"
"2383",3,"fixed","rep_20","harvest",0.01,"no_penalty"
"2384",4,"fixed","rep_20","harvest",6.04326530612245,"no_penalty"
"2385",5,"fixed","rep_20","harvest",0.01,"no_penalty"
"2386",6,"fixed","rep_20","harvest",0.01,"no_penalty"
"2387",7,"fixed","rep_20","harvest",0.01,"no_penalty"
"2388",8,"fixed","rep_20","harvest",0.01,"no_penalty"
"2389",9,"fixed","rep_20","harvest",0.01,"no_penalty"
"2390",10,"fixed","rep_20","harvest",0.01,"no_penalty"
"2391",11,"fixed","rep_20","harvest",0.01,"no_penalty"
"2392",12,"fixed","rep_20","harvest",0.01,"no_penalty"
"2393",13,"fixed","rep_20","harvest",0.01,"no_penalty"
"2394",14,"fixed","rep_20","harvest",0.01,"no_penalty"
"2395",15,"fixed","rep_20","harvest",5.71714285714286,"no_penalty"
"2396",16,"fixed","rep_20","harvest",0.01,"no_penalty"
"2397",17,"fixed","rep_20","harvest",0.01,"no_penalty"
"2398",18,"fixed","rep_20","harvest",0.01,"no_penalty"
"2399",19,"fixed","rep_20","harvest",7.34775510204082,"no_penalty"
"2400",20,"fixed","rep_20","harvest",0,"no_penalty"
